date,category,description,amount,type
11-03-2026,Travel,ESP32-02 WiFi Entry,4958.0,Expense
19-03-2026,Shopping,ESP32-02 WiFi Entry,2667.0,Expense
21-04-2026,Investment,ESP32-Home WiFi Entry,41660.0,Income
09-03-2026,Rent,ESP32-Office WiFi Entry,4375.0,Expense
19-03-2026,Food,ESP32-Office WiFi Entry,1440.0,Expense
08-03-2026,Salary,ESP32-02 WiFi Entry,10502.0,Income
09-03-2026,Travel,ESP32-02 WiFi Entry,2760.0,Expense
31-03-2026,Food,ESP32-02 WiFi Entry,4860.0,Expense
05-03-2026,Food,ESP32-01 WiFi Entry,246.0,Expense
24-02-2026,Rent,ESP32-Home WiFi Entry,969.0,Expense
28-02-2026,Shopping,ESP32-01 WiFi Entry,2721.0,Expense
16-04-2026,Bonus,ESP32-Home WiFi Entry,16574.0,Income
02-04-2026,Shopping,ESP32-01 WiFi Entry,708.0,Expense
30-03-2026,Rent,ESP32-Kitchen WiFi Entry,3758.0,Expense
13-03-2026,Rent,ESP32-02 WiFi Entry,439.0,Expense
10-04-2026,Salary,ESP32-01 WiFi Entry,32007.0,Income
12-03-2026,Food,ESP32-Office WiFi Entry,1210.0,Expense
18-04-2026,Food,ESP32-02 WiFi Entry,2070.0,Expense
24-03-2026,Salary,ESP32-Kitchen WiFi Entry,48902.0,Income
01-03-2026,Investment,ESP32-01 WiFi Entry,47705.0,Income
10-03-2026,Shopping,ESP32-01 WiFi Entry,1869.0,Expense
10-03-2026,Investment,ESP32-Home WiFi Entry,34865.0,Income
11-03-2026,Travel,ESP32-01 WiFi Entry,2321.0,Expense
03-03-2026,Investment,ESP32-Kitchen WiFi Entry,29726.0,Income
10-04-2026,Food,ESP32-01 WiFi Entry,266.0,Expense
02-03-2026,Salary,ESP32-Kitchen WiFi Entry,8160.0,Income
27-02-2026,Travel,ESP32-02 WiFi Entry,3887.0,Expense
18-04-2026,Food,ESP32-Office WiFi Entry,1248.0,Expense
01-04-2026,Investment,ESP32-Office WiFi Entry,33472.0,Income
05-04-2026,Bills,ESP32-02 WiFi Entry,1493.0,Expense
15-03-2026,Salary,ESP32-01 WiFi Entry,41884.0,Income
13-03-2026,Investment,ESP32-Kitchen WiFi Entry,11340.0,Income
08-03-2026,Bills,ESP32-02 WiFi Entry,1496.0,Expense
10-03-2026,Bills,ESP32-Kitchen WiFi Entry,3479.0,Expense
09-04-2026,Bills,ESP32-Home WiFi Entry,1009.0,Expense
04-04-2026,Bonus,ESP32-Home WiFi Entry,49531.0,Income
07-04-2026,Bonus,ESP32-Office WiFi Entry,30918.0,Income
22-03-2026,Rent,ESP32-Office WiFi Entry,2751.0,Expense
12-04-2026,Investment,ESP32-Office WiFi Entry,20125.0,Income
16-04-2026,Salary,ESP32-01 WiFi Entry,40533.0,Income
01-03-2026,Shopping,ESP32-Office WiFi Entry,682.0,Expense
17-04-2026,Investment,ESP32-02 WiFi Entry,19124.0,Income
01-04-2026,Investment,ESP32-02 WiFi Entry,41934.0,Income
04-03-2026,Rent,ESP32-01 WiFi Entry,3776.0,Expense
15-04-2026,Food,ESP32-Office WiFi Entry,3944.0,Expense
06-04-2026,Bonus,ESP32-Office WiFi Entry,39457.0,Income
06-04-2026,Salary,ESP32-Office WiFi Entry,47900.0,Income
04-03-2026,Shopping,ESP32-Home WiFi Entry,3748.0,Expense
01-03-2026,Bills,ESP32-Kitchen WiFi Entry,1675.0,Expense
10-03-2026,Salary,ESP32-Kitchen WiFi Entry,24708.0,Income
04-04-2026,Bonus,ESP32-Kitchen WiFi Entry,40907.0,Income
07-03-2026,Food,ESP32-02 WiFi Entry,2095.0,Expense
20-03-2026,Salary,ESP32-02 WiFi Entry,6501.0,Income
22-03-2026,Shopping,ESP32-02 WiFi Entry,1423.0,Expense
31-03-2026,Food,ESP32-01 WiFi Entry,1120.0,Expense
28-02-2026,Bonus,ESP32-Office WiFi Entry,14004.0,Income
22-02-2026,Investment,ESP32-Kitchen WiFi Entry,42516.0,Income
25-02-2026,Bills,ESP32-01 WiFi Entry,1576.0,Expense
25-02-2026,Travel,ESP32-Kitchen WiFi Entry,1550.0,Expense
26-03-2026,Salary,ESP32-Office WiFi Entry,15387.0,Income
07-03-2026,Travel,ESP32-02 WiFi Entry,3030.0,Expense
21-02-2026,Shopping,ESP32-01 WiFi Entry,2428.0,Expense
05-04-2026,Shopping,ESP32-01 WiFi Entry,405.0,Expense
23-02-2026,Rent,ESP32-Home WiFi Entry,1223.0,Expense
21-02-2026,Shopping,ESP32-01 WiFi Entry,742.0,Expense
28-02-2026,Salary,ESP32-Kitchen WiFi Entry,9835.0,Income
20-04-2026,Bills,ESP32-01 WiFi Entry,2192.0,Expense
09-03-2026,Bills,ESP32-01 WiFi Entry,758.0,Expense
11-04-2026,Food,ESP32-Home WiFi Entry,794.0,Expense
09-03-2026,Salary,ESP32-Kitchen WiFi Entry,28623.0,Income
20-03-2026,Salary,ESP32-01 WiFi Entry,40326.0,Income
01-04-2026,Investment,ESP32-02 WiFi Entry,39761.0,Income
14-04-2026,Investment,ESP32-Office WiFi Entry,5056.0,Income
03-03-2026,Rent,ESP32-02 WiFi Entry,751.0,Expense
20-04-2026,Bills,ESP32-Office WiFi Entry,3271.0,Expense
13-04-2026,Salary,ESP32-Kitchen WiFi Entry,35522.0,Income
29-03-2026,Bonus,ESP32-Office WiFi Entry,37234.0,Income
07-04-2026,Travel,ESP32-Home WiFi Entry,2255.0,Expense
13-04-2026,Salary,ESP32-02 WiFi Entry,40072.0,Income
09-04-2026,Investment,ESP32-Office WiFi Entry,41437.0,Income
10-04-2026,Salary,ESP32-Home WiFi Entry,40736.0,Income
07-04-2026,Rent,ESP32-Kitchen WiFi Entry,4085.0,Expense
22-02-2026,Shopping,ESP32-Home WiFi Entry,332.0,Expense
11-03-2026,Rent,ESP32-Kitchen WiFi Entry,2775.0,Expense
20-04-2026,Food,ESP32-Home WiFi Entry,3346.0,Expense
08-04-2026,Shopping,ESP32-01 WiFi Entry,485.0,Expense
26-03-2026,Bonus,ESP32-01 WiFi Entry,38673.0,Income
27-02-2026,Bonus,ESP32-Kitchen WiFi Entry,32923.0,Income
11-03-2026,Travel,ESP32-02 WiFi Entry,4894.0,Expense
19-03-2026,Shopping,ESP32-Kitchen WiFi Entry,1312.0,Expense
06-04-2026,Rent,ESP32-02 WiFi Entry,3891.0,Expense
01-04-2026,Bills,ESP32-Home WiFi Entry,1110.0,Expense
25-02-2026,Shopping,ESP32-Home WiFi Entry,1581.0,Expense
13-04-2026,Bonus,ESP32-Home WiFi Entry,34485.0,Income
04-04-2026,Food,ESP32-01 WiFi Entry,3606.0,Expense
21-02-2026,Bonus,ESP32-01 WiFi Entry,10399.0,Income
28-02-2026,Food,ESP32-02 WiFi Entry,3767.0,Expense
27-02-2026,Investment,ESP32-01 WiFi Entry,26578.0,Income
01-04-2026,Salary,ESP32-Office WiFi Entry,40826.0,Income
15-03-2026,Shopping,ESP32-Home WiFi Entry,1903.0,Expense
22-03-2026,Rent,ESP32-Office WiFi Entry,3655.0,Expense
25-03-2026,Shopping,ESP32-Home WiFi Entry,3936.0,Expense
24-02-2026,Food,ESP32-Office WiFi Entry,4145.0,Expense
27-03-2026,Travel,ESP32-02 WiFi Entry,3752.0,Expense
18-03-2026,Bills,ESP32-Home WiFi Entry,4976.0,Expense
22-02-2026,Investment,ESP32-Home WiFi Entry,27457.0,Income
08-03-2026,Travel,ESP32-01 WiFi Entry,842.0,Expense
04-03-2026,Shopping,ESP32-Office WiFi Entry,3472.0,Expense
05-03-2026,Bonus,ESP32-02 WiFi Entry,11730.0,Income
20-04-2026,Rent,ESP32-Office WiFi Entry,4602.0,Expense
22-02-2026,Shopping,ESP32-Kitchen WiFi Entry,743.0,Expense
05-03-2026,Rent,ESP32-Kitchen WiFi Entry,2207.0,Expense
15-04-2026,Travel,ESP32-Kitchen WiFi Entry,1414.0,Expense
06-04-2026,Rent,ESP32-02 WiFi Entry,1707.0,Expense
11-03-2026,Bills,ESP32-01 WiFi Entry,376.0,Expense
24-02-2026,Salary,ESP32-02 WiFi Entry,31930.0,Income
10-04-2026,Rent,ESP32-02 WiFi Entry,3514.0,Expense
04-04-2026,Bonus,ESP32-Home WiFi Entry,10930.0,Income
18-03-2026,Investment,ESP32-Office WiFi Entry,19281.0,Income
08-04-2026,Salary,ESP32-01 WiFi Entry,45456.0,Income
18-03-2026,Shopping,ESP32-Home WiFi Entry,3063.0,Expense
07-04-2026,Shopping,ESP32-Kitchen WiFi Entry,1793.0,Expense
30-03-2026,Investment,ESP32-01 WiFi Entry,33980.0,Income
11-03-2026,Rent,ESP32-Office WiFi Entry,655.0,Expense
21-02-2026,Shopping,ESP32-01 WiFi Entry,4172.0,Expense
10-04-2026,Shopping,ESP32-Office WiFi Entry,2339.0,Expense
23-02-2026,Rent,ESP32-02 WiFi Entry,4591.0,Expense
18-03-2026,Food,ESP32-Office WiFi Entry,794.0,Expense
02-04-2026,Travel,ESP32-Office WiFi Entry,4832.0,Expense
04-03-2026,Salary,ESP32-02 WiFi Entry,46412.0,Income
31-03-2026,Shopping,ESP32-01 WiFi Entry,4843.0,Expense
14-04-2026,Investment,ESP32-Office WiFi Entry,18669.0,Income
14-04-2026,Shopping,ESP32-Kitchen WiFi Entry,762.0,Expense
12-04-2026,Rent,ESP32-01 WiFi Entry,4126.0,Expense
28-02-2026,Investment,ESP32-Kitchen WiFi Entry,23508.0,Income
31-03-2026,Bills,ESP32-Kitchen WiFi Entry,1993.0,Expense
17-04-2026,Food,ESP32-Kitchen WiFi Entry,3734.0,Expense
31-03-2026,Rent,ESP32-02 WiFi Entry,1820.0,Expense
20-04-2026,Salary,ESP32-Kitchen WiFi Entry,32632.0,Income
20-04-2026,Shopping,ESP32-02 WiFi Entry,3679.0,Expense
23-03-2026,Shopping,ESP32-02 WiFi Entry,2686.0,Expense
02-04-2026,Bills,ESP32-Home WiFi Entry,428.0,Expense
05-03-2026,Bonus,ESP32-01 WiFi Entry,23799.0,Income
12-03-2026,Travel,ESP32-01 WiFi Entry,1497.0,Expense
05-04-2026,Salary,ESP32-02 WiFi Entry,6142.0,Income
15-04-2026,Bills,ESP32-Kitchen WiFi Entry,4371.0,Expense
08-04-2026,Salary,ESP32-02 WiFi Entry,5683.0,Income
18-04-2026,Bonus,ESP32-Home WiFi Entry,27578.0,Income
20-03-2026,Bills,ESP32-Home WiFi Entry,4504.0,Expense
03-04-2026,Investment,ESP32-02 WiFi Entry,15140.0,Income
01-03-2026,Investment,ESP32-02 WiFi Entry,17902.0,Income
11-04-2026,Rent,ESP32-01 WiFi Entry,4896.0,Expense
04-03-2026,Rent,ESP32-Office WiFi Entry,1270.0,Expense
01-04-2026,Travel,ESP32-01 WiFi Entry,2041.0,Expense
21-04-2026,Travel,ESP32-Home WiFi Entry,3535.0,Expense
22-03-2026,Food,ESP32-Office WiFi Entry,1629.0,Expense
07-03-2026,Bonus,ESP32-Office WiFi Entry,49487.0,Income
27-03-2026,Rent,ESP32-Office WiFi Entry,434.0,Expense
02-03-2026,Rent,ESP32-02 WiFi Entry,2731.0,Expense
03-04-2026,Bonus,ESP32-01 WiFi Entry,37027.0,Income
27-03-2026,Shopping,ESP32-Office WiFi Entry,3740.0,Expense
19-03-2026,Food,ESP32-02 WiFi Entry,1962.0,Expense
02-03-2026,Bills,ESP32-Home WiFi Entry,2500.0,Expense
09-03-2026,Food,ESP32-02 WiFi Entry,3530.0,Expense
02-03-2026,Rent,ESP32-Kitchen WiFi Entry,2293.0,Expense
12-04-2026,Bonus,ESP32-02 WiFi Entry,39806.0,Income
04-04-2026,Salary,ESP32-Office WiFi Entry,29587.0,Income
19-03-2026,Investment,ESP32-02 WiFi Entry,9586.0,Income
13-04-2026,Bonus,ESP32-02 WiFi Entry,31057.0,Income
11-03-2026,Travel,ESP32-Home WiFi Entry,4264.0,Expense
17-04-2026,Bonus,ESP32-02 WiFi Entry,40141.0,Income
21-03-2026,Travel,ESP32-Kitchen WiFi Entry,3132.0,Expense
22-03-2026,Investment,ESP32-Office WiFi Entry,34520.0,Income
09-04-2026,Bonus,ESP32-Home WiFi Entry,13808.0,Income
09-04-2026,Travel,ESP32-Home WiFi Entry,139.0,Expense
08-03-2026,Salary,ESP32-Office WiFi Entry,38319.0,Income
02-04-2026,Rent,ESP32-Home WiFi Entry,4504.0,Expense
02-04-2026,Salary,ESP32-Kitchen WiFi Entry,44960.0,Income
11-03-2026,Rent,ESP32-Home WiFi Entry,2388.0,Expense
17-03-2026,Bills,ESP32-Office WiFi Entry,1811.0,Expense
26-03-2026,Rent,ESP32-01 WiFi Entry,1418.0,Expense
29-03-2026,Rent,ESP32-Kitchen WiFi Entry,1568.0,Expense
26-02-2026,Food,ESP32-Home WiFi Entry,739.0,Expense
28-02-2026,Bonus,ESP32-Office WiFi Entry,8840.0,Income
04-03-2026,Salary,ESP32-02 WiFi Entry,11646.0,Income
22-04-2026,Salary,ESP32-Home WiFi Entry,20194.0,Income
30-03-2026,Bills,ESP32-01 WiFi Entry,3398.0,Expense
06-04-2026,Rent,ESP32-Kitchen WiFi Entry,1387.0,Expense
05-04-2026,Investment,ESP32-Office WiFi Entry,13665.0,Income
12-04-2026,Salary,ESP32-Kitchen WiFi Entry,5383.0,Income
06-04-2026,Food,ESP32-Kitchen WiFi Entry,2135.0,Expense
04-03-2026,Investment,ESP32-02 WiFi Entry,39238.0,Income
26-03-2026,Shopping,ESP32-Home WiFi Entry,2101.0,Expense
01-03-2026,Travel,ESP32-Home WiFi Entry,1420.0,Expense
07-04-2026,Bills,ESP32-Home WiFi Entry,3139.0,Expense
05-04-2026,Bonus,ESP32-01 WiFi Entry,9609.0,Income
22-02-2026,Bonus,ESP32-02 WiFi Entry,46491.0,Income
08-03-2026,Bonus,ESP32-Kitchen WiFi Entry,24445.0,Income
26-03-2026,Rent,ESP32-01 WiFi Entry,4172.0,Expense
27-02-2026,Salary,ESP32-Office WiFi Entry,43888.0,Income
28-02-2026,Investment,ESP32-Home WiFi Entry,41406.0,Income
04-04-2026,Bills,ESP32-Office WiFi Entry,1178.0,Expense
25-02-2026,Investment,ESP32-Kitchen WiFi Entry,35488.0,Income
07-03-2026,Food,ESP32-01 WiFi Entry,3904.0,Expense
01-04-2026,Investment,ESP32-02 WiFi Entry,16273.0,Income
07-04-2026,Salary,ESP32-02 WiFi Entry,13780.0,Income
29-03-2026,Bonus,ESP32-Office WiFi Entry,33732.0,Income
21-03-2026,Bonus,ESP32-01 WiFi Entry,19102.0,Income
22-04-2026,Travel,ESP32-Home WiFi Entry,1193.0,Expense
24-02-2026,Bills,ESP32-01 WiFi Entry,3701.0,Expense
10-04-2026,Food,ESP32-01 WiFi Entry,3986.0,Expense
26-03-2026,Investment,ESP32-01 WiFi Entry,26676.0,Income
03-03-2026,Bonus,ESP32-01 WiFi Entry,41173.0,Income
22-04-2026,Rent,ESP32-Kitchen WiFi Entry,2570.0,Expense
20-04-2026,Shopping,ESP32-Office WiFi Entry,3403.0,Expense
13-04-2026,Salary,ESP32-Kitchen WiFi Entry,18360.0,Income
31-03-2026,Bonus,ESP32-Kitchen WiFi Entry,14879.0,Income
15-03-2026,Salary,ESP32-02 WiFi Entry,13959.0,Income
02-03-2026,Food,ESP32-02 WiFi Entry,2310.0,Expense
27-02-2026,Shopping,ESP32-Home WiFi Entry,3438.0,Expense
12-04-2026,Travel,ESP32-Home WiFi Entry,3413.0,Expense
06-03-2026,Food,ESP32-Kitchen WiFi Entry,469.0,Expense
21-02-2026,Salary,ESP32-01 WiFi Entry,22560.0,Income
12-04-2026,Food,ESP32-Home WiFi Entry,221.0,Expense
02-03-2026,Food,ESP32-Kitchen WiFi Entry,1831.0,Expense
24-03-2026,Bills,ESP32-Home WiFi Entry,2443.0,Expense
07-04-2026,Bills,ESP32-Kitchen WiFi Entry,3211.0,Expense
13-03-2026,Food,ESP32-Kitchen WiFi Entry,462.0,Expense
12-04-2026,Shopping,ESP32-Office WiFi Entry,3744.0,Expense
05-04-2026,Shopping,ESP32-Home WiFi Entry,683.0,Expense
18-04-2026,Food,ESP32-01 WiFi Entry,3743.0,Expense
17-03-2026,Shopping,ESP32-01 WiFi Entry,3291.0,Expense
15-03-2026,Bonus,ESP32-Kitchen WiFi Entry,15082.0,Income
09-03-2026,Bonus,ESP32-Home WiFi Entry,17561.0,Income
22-02-2026,Bonus,ESP32-02 WiFi Entry,5746.0,Income
17-04-2026,Rent,ESP32-01 WiFi Entry,2003.0,Expense
28-03-2026,Shopping,ESP32-Kitchen WiFi Entry,4081.0,Expense
30-03-2026,Food,ESP32-Home WiFi Entry,625.0,Expense
13-03-2026,Bills,ESP32-02 WiFi Entry,3709.0,Expense
24-02-2026,Bonus,ESP32-Kitchen WiFi Entry,15746.0,Income
25-02-2026,Shopping,ESP32-Home WiFi Entry,2798.0,Expense
21-04-2026,Bills,ESP32-Kitchen WiFi Entry,4018.0,Expense
17-04-2026,Rent,ESP32-Office WiFi Entry,3401.0,Expense
01-04-2026,Rent,ESP32-01 WiFi Entry,340.0,Expense
04-04-2026,Bonus,ESP32-Home WiFi Entry,37273.0,Income
18-03-2026,Shopping,ESP32-01 WiFi Entry,1325.0,Expense
30-03-2026,Salary,ESP32-Kitchen WiFi Entry,46735.0,Income
08-03-2026,Salary,ESP32-Office WiFi Entry,14568.0,Income
04-03-2026,Shopping,ESP32-Office WiFi Entry,4812.0,Expense
03-04-2026,Bills,ESP32-01 WiFi Entry,2522.0,Expense
17-03-2026,Bonus,ESP32-Home WiFi Entry,48332.0,Income
07-04-2026,Salary,ESP32-01 WiFi Entry,5030.0,Income
21-03-2026,Food,ESP32-Home WiFi Entry,3409.0,Expense
06-03-2026,Bills,ESP32-02 WiFi Entry,1625.0,Expense
15-03-2026,Food,ESP32-Kitchen WiFi Entry,1310.0,Expense
25-02-2026,Travel,ESP32-01 WiFi Entry,2742.0,Expense
15-04-2026,Bonus,ESP32-02 WiFi Entry,27171.0,Income
21-04-2026,Rent,ESP32-Home WiFi Entry,1820.0,Expense
25-03-2026,Food,ESP32-02 WiFi Entry,2615.0,Expense
08-04-2026,Rent,ESP32-Kitchen WiFi Entry,132.0,Expense
05-04-2026,Bills,ESP32-Office WiFi Entry,777.0,Expense
23-02-2026,Bonus,ESP32-01 WiFi Entry,37272.0,Income
28-03-2026,Rent,ESP32-01 WiFi Entry,3591.0,Expense
26-03-2026,Bills,ESP32-Home WiFi Entry,4765.0,Expense
18-03-2026,Food,ESP32-02 WiFi Entry,1097.0,Expense
09-03-2026,Food,ESP32-01 WiFi Entry,2524.0,Expense
26-03-2026,Food,ESP32-02 WiFi Entry,670.0,Expense
15-04-2026,Bills,ESP32-Office WiFi Entry,4769.0,Expense
09-04-2026,Bonus,ESP32-01 WiFi Entry,18015.0,Income
23-03-2026,Investment,ESP32-02 WiFi Entry,44422.0,Income
28-03-2026,Rent,ESP32-Office WiFi Entry,3292.0,Expense
22-02-2026,Food,ESP32-Home WiFi Entry,1642.0,Expense
04-04-2026,Bills,ESP32-02 WiFi Entry,248.0,Expense
03-04-2026,Travel,ESP32-Home WiFi Entry,274.0,Expense
21-04-2026,Investment,ESP32-Kitchen WiFi Entry,6611.0,Income
14-04-2026,Bills,ESP32-01 WiFi Entry,1422.0,Expense
21-02-2026,Rent,ESP32-01 WiFi Entry,420.0,Expense
03-04-2026,Food,ESP32-Kitchen WiFi Entry,2012.0,Expense
02-03-2026,Food,ESP32-01 WiFi Entry,2538.0,Expense
03-03-2026,Travel,ESP32-Home WiFi Entry,4250.0,Expense
29-03-2026,Investment,ESP32-Office WiFi Entry,19275.0,Income
03-03-2026,Shopping,ESP32-02 WiFi Entry,3269.0,Expense
01-03-2026,Food,ESP32-01 WiFi Entry,2029.0,Expense
10-03-2026,Rent,ESP32-01 WiFi Entry,2888.0,Expense
21-02-2026,Bills,ESP32-Home WiFi Entry,531.0,Expense
27-02-2026,Bonus,ESP32-02 WiFi Entry,40479.0,Income
02-03-2026,Bills,ESP32-Home WiFi Entry,3858.0,Expense
21-03-2026,Investment,ESP32-01 WiFi Entry,8110.0,Income
17-04-2026,Bonus,ESP32-02 WiFi Entry,25871.0,Income
22-03-2026,Shopping,ESP32-02 WiFi Entry,4969.0,Expense
15-03-2026,Rent,ESP32-Home WiFi Entry,3012.0,Expense
04-03-2026,Bonus,ESP32-Home WiFi Entry,42321.0,Income
23-02-2026,Shopping,ESP32-Kitchen WiFi Entry,4183.0,Expense
26-03-2026,Salary,ESP32-01 WiFi Entry,18043.0,Income
14-03-2026,Food,ESP32-02 WiFi Entry,159.0,Expense
27-03-2026,Bills,ESP32-02 WiFi Entry,681.0,Expense
03-04-2026,Bonus,ESP32-Home WiFi Entry,12114.0,Income
09-03-2026,Bonus,ESP32-02 WiFi Entry,8112.0,Income
19-03-2026,Bonus,ESP32-Kitchen WiFi Entry,39780.0,Income
13-03-2026,Rent,ESP32-01 WiFi Entry,353.0,Expense
05-04-2026,Bonus,ESP32-01 WiFi Entry,23225.0,Income
28-02-2026,Investment,ESP32-Home WiFi Entry,10713.0,Income
08-04-2026,Investment,ESP32-01 WiFi Entry,37712.0,Income
21-02-2026,Rent,ESP32-Home WiFi Entry,1375.0,Expense
12-04-2026,Bonus,ESP32-Office WiFi Entry,19680.0,Income
05-04-2026,Bonus,ESP32-02 WiFi Entry,37875.0,Income
13-03-2026,Rent,ESP32-01 WiFi Entry,1277.0,Expense
11-04-2026,Bonus,ESP32-Home WiFi Entry,10057.0,Income
10-04-2026,Rent,ESP32-02 WiFi Entry,3449.0,Expense
03-04-2026,Food,ESP32-Office WiFi Entry,4009.0,Expense
23-03-2026,Investment,ESP32-Home WiFi Entry,18351.0,Income
14-03-2026,Investment,ESP32-Home WiFi Entry,29136.0,Income
14-03-2026,Investment,ESP32-Office WiFi Entry,16729.0,Income
26-02-2026,Shopping,ESP32-01 WiFi Entry,785.0,Expense
14-04-2026,Bills,ESP32-Office WiFi Entry,3657.0,Expense
04-04-2026,Food,ESP32-Office WiFi Entry,4455.0,Expense
09-04-2026,Rent,ESP32-02 WiFi Entry,4325.0,Expense
25-03-2026,Shopping,ESP32-02 WiFi Entry,335.0,Expense
26-02-2026,Salary,ESP32-Home WiFi Entry,34903.0,Income
04-04-2026,Shopping,ESP32-Office WiFi Entry,4051.0,Expense
19-03-2026,Bills,ESP32-Home WiFi Entry,4006.0,Expense
25-03-2026,Rent,ESP32-01 WiFi Entry,3105.0,Expense
08-04-2026,Bills,ESP32-Office WiFi Entry,2911.0,Expense
29-03-2026,Bonus,ESP32-Office WiFi Entry,28605.0,Income
19-03-2026,Bonus,ESP32-01 WiFi Entry,25145.0,Income
15-03-2026,Shopping,ESP32-01 WiFi Entry,1525.0,Expense
08-04-2026,Salary,ESP32-02 WiFi Entry,38097.0,Income
15-04-2026,Investment,ESP32-02 WiFi Entry,13175.0,Income
11-03-2026,Salary,ESP32-Office WiFi Entry,7509.0,Income
12-04-2026,Bills,ESP32-Home WiFi Entry,3940.0,Expense
11-04-2026,Bills,ESP32-Office WiFi Entry,3866.0,Expense
29-03-2026,Bills,ESP32-Office WiFi Entry,2855.0,Expense
29-03-2026,Investment,ESP32-01 WiFi Entry,10787.0,Income
18-03-2026,Investment,ESP32-02 WiFi Entry,8994.0,Income
17-04-2026,Bills,ESP32-Kitchen WiFi Entry,4604.0,Expense
01-04-2026,Investment,ESP32-01 WiFi Entry,19766.0,Income
11-04-2026,Rent,ESP32-Office WiFi Entry,1821.0,Expense
16-04-2026,Bonus,ESP32-02 WiFi Entry,46079.0,Income
09-04-2026,Bills,ESP32-01 WiFi Entry,1745.0,Expense
06-04-2026,Investment,ESP32-01 WiFi Entry,34004.0,Income
04-04-2026,Bills,ESP32-01 WiFi Entry,2075.0,Expense
22-04-2026,Food,ESP32-02 WiFi Entry,4448.0,Expense
08-04-2026,Rent,ESP32-01 WiFi Entry,763.0,Expense
05-04-2026,Bonus,ESP32-01 WiFi Entry,11319.0,Income
12-03-2026,Shopping,ESP32-Home WiFi Entry,70.0,Expense
26-03-2026,Salary,ESP32-02 WiFi Entry,24809.0,Income
18-04-2026,Bonus,ESP32-02 WiFi Entry,23390.0,Income
05-04-2026,Rent,ESP32-Home WiFi Entry,2394.0,Expense
03-03-2026,Rent,ESP32-Office WiFi Entry,4204.0,Expense
12-04-2026,Salary,ESP32-01 WiFi Entry,46110.0,Income
04-04-2026,Travel,ESP32-Kitchen WiFi Entry,4223.0,Expense
26-02-2026,Travel,ESP32-Home WiFi Entry,4076.0,Expense
23-03-2026,Investment,ESP32-Home WiFi Entry,43250.0,Income
24-02-2026,Salary,ESP32-01 WiFi Entry,39641.0,Income
01-03-2026,Shopping,ESP32-02 WiFi Entry,764.0,Expense
25-03-2026,Rent,ESP32-Kitchen WiFi Entry,641.0,Expense
18-03-2026,Travel,ESP32-Kitchen WiFi Entry,664.0,Expense
15-03-2026,Rent,ESP32-Kitchen WiFi Entry,3114.0,Expense
09-03-2026,Shopping,ESP32-02 WiFi Entry,2303.0,Expense
24-02-2026,Rent,ESP32-Office WiFi Entry,1242.0,Expense
19-04-2026,Bills,ESP32-02 WiFi Entry,4875.0,Expense
31-03-2026,Food,ESP32-Kitchen WiFi Entry,996.0,Expense
02-04-2026,Salary,ESP32-Kitchen WiFi Entry,33520.0,Income
24-03-2026,Rent,ESP32-Kitchen WiFi Entry,4668.0,Expense
09-04-2026,Bonus,ESP32-01 WiFi Entry,13151.0,Income
12-03-2026,Bonus,ESP32-Home WiFi Entry,42240.0,Income
30-03-2026,Investment,ESP32-01 WiFi Entry,46180.0,Income
08-04-2026,Bills,ESP32-Office WiFi Entry,3481.0,Expense
03-04-2026,Travel,ESP32-02 WiFi Entry,1031.0,Expense
05-04-2026,Bills,ESP32-01 WiFi Entry,2710.0,Expense
03-04-2026,Rent,ESP32-01 WiFi Entry,2852.0,Expense
04-04-2026,Bonus,ESP32-Kitchen WiFi Entry,44605.0,Income
20-03-2026,Food,ESP32-01 WiFi Entry,2299.0,Expense
03-03-2026,Bills,ESP32-Home WiFi Entry,1538.0,Expense
05-04-2026,Travel,ESP32-Kitchen WiFi Entry,1802.0,Expense
16-03-2026,Bills,ESP32-02 WiFi Entry,604.0,Expense
11-04-2026,Travel,ESP32-01 WiFi Entry,1042.0,Expense
24-02-2026,Bonus,ESP32-01 WiFi Entry,19201.0,Income
22-03-2026,Rent,ESP32-Kitchen WiFi Entry,3684.0,Expense
28-02-2026,Bonus,ESP32-Kitchen WiFi Entry,44852.0,Income
02-03-2026,Salary,ESP32-Kitchen WiFi Entry,30341.0,Income
01-04-2026,Rent,ESP32-02 WiFi Entry,127.0,Expense
09-03-2026,Shopping,ESP32-Office WiFi Entry,3291.0,Expense
20-03-2026,Investment,ESP32-Home WiFi Entry,43320.0,Income
21-02-2026,Bills,ESP32-01 WiFi Entry,647.0,Expense
22-02-2026,Bills,ESP32-Home WiFi Entry,4776.0,Expense
23-03-2026,Food,ESP32-Home WiFi Entry,1297.0,Expense
18-04-2026,Bills,ESP32-Home WiFi Entry,2230.0,Expense
06-03-2026,Bills,ESP32-Kitchen WiFi Entry,1974.0,Expense
16-04-2026,Bonus,ESP32-01 WiFi Entry,14591.0,Income
16-04-2026,Shopping,ESP32-Office WiFi Entry,917.0,Expense
06-03-2026,Bonus,ESP32-Kitchen WiFi Entry,30382.0,Income
24-03-2026,Bonus,ESP32-02 WiFi Entry,48210.0,Income
22-03-2026,Shopping,ESP32-02 WiFi Entry,3029.0,Expense
01-03-2026,Bonus,ESP32-Kitchen WiFi Entry,27594.0,Income
23-03-2026,Bonus,ESP32-Home WiFi Entry,14379.0,Income
08-04-2026,Travel,ESP32-Kitchen WiFi Entry,4810.0,Expense
